1;229;5.0
1;234;5.0
1;240;5.0
1;247;5.0
1;471;5.0
1;145;5.0
1;151;5.0
1;166;5.0
1;328;5.0
1;341;5.0
1;269;5.0
1;270;5.0
1;273;5.0
1;275;5.0
1;171;5.0
1;177;5.0
1;389;5.0
1;396;5.0
1;411;5.0
1;31;5.0
1;40;5.0
1;43;5.0
1;46;5.0
1;57;5.0
1;63;5.0
1;347;5.0
1;353;5.0
1;357;5.0
1;364;5.0
1;201;5.0
1;206;5.0
1;220;5.0
1;71;5.0
1;304;5.0
1;367;5.0
1;380;5.0
1;96;5.0
1;448;5.0
1;451;5.0
1;453;5.0
1;456;5.0
1;573;5.0
1;584;5.0
1;587;5.0
1;610;5.0
1;533;5.0
1;559;5.0
10;584;5.0
10;380;5.0
10;42;5.0
10;34;5.0
10;176;5.0
10;21;5.0
10;192;5.0
10;136;5.0
10;243;5.0
10;244;5.0
100083;125;5.0
100383;495;5.0
100556;462;5.0
100714;241;5.0
100882;408;5.0
100906;610;5.0
101;597;5.0
101;480;5.0
101;313;5.0
101;275;5.0
101;1;5.0
1011;234;5.0
101142;586;5.0
1013;113;5.0
1014;113;5.0
101577;598;5.0
101765;543;5.0
101864;408;5.0
1019;138;5.0
1019;160;5.0
101962;523;5.0
102;43;5.0
1020;200;5.0
1020;453;5.0
102033;380;5.0
102084;380;5.0
102123;249;5.0
102125;380;5.0
102125;573;5.0
102125;610;5.0
102194;326;5.0
1022;160;5.0
1022;177;5.0
1022;554;5.0
102217;63;5.0
1023;1;5.0
1023;288;5.0
1023;607;5.0
1024;1;5.0
102407;418;5.0
102407;523;5.0
102445;573;5.0
102445;68;5.0
102445;73;5.0
1025;20;5.0
1025;1;5.0
1025;484;5.0
1027;375;5.0
1028;367;5.0
1028;448;5.0
1028;398;5.0
1028;391;5.0
1028;264;5.0
1028;169;5.0
1028;188;5.0
1028;186;5.0
1028;328;5.0
1028;517;5.0
1028;554;5.0
1029;484;5.0
1029;505;5.0
1029;1;5.0
102903;111;5.0
102903;119;5.0
1031;1;5.0
1031;356;5.0
1031;448;5.0
1031;307;5.0
1031;555;5.0
103141;586;5.0
103141;177;5.0
1032;1;5.0
1032;484;5.0
103228;305;5.0
103335;388;5.0
103335;119;5.0
103341;122;5.0
103341;610;5.0
103372;306;5.0
1034;90;5.0
1035;84;5.0
1035;563;5.0
1035;391;5.0
1035;45;5.0
1035;426;5.0
1035;116;5.0
1035;250;5.0
1035;474;5.0
1035;328;5.0
1035;140;5.0
1035;280;5.0
1035;264;5.0
1035;414;5.0
1035;186;5.0
1035;188;5.0
1035;169;5.0
1035;27;5.0
1035;538;5.0
1035;517;5.0
1035;527;5.0
1035;554;5.0
103543;598;5.0
1036;594;5.0
1036;557;5.0
1036;528;5.0
1036;543;5.0
1036;482;5.0
1036;607;5.0
1036;610;5.0
1036;573;5.0
1036;195;5.0
1036;414;5.0
1036;279;5.0
1036;135;5.0
1036;164;5.0
1036;464;5.0
1036;494;5.0
1036;231;5.0
1036;219;5.0
1036;220;5.0
1036;32;5.0
1036;391;5.0
1036;402;5.0
1036;31;5.0
1036;448;5.0
1036;453;5.0
1036;380;5.0
1036;98;5.0
1036;95;5.0
1036;78;5.0
1036;372;5.0
103602;89;5.0
103688;533;5.0
103772;523;5.0
103984;119;5.0
104;498;5.0
104;240;5.0
104;327;5.0
104;151;5.0
104;284;5.0
104;276;5.0
104;337;5.0
104;169;5.0
104;225;5.0
104;226;5.0
104;45;5.0
104;555;5.0
104;597;5.0
104;573;5.0
104069;522;5.0
1041;603;5.0
1041;290;5.0
1041;221;5.0
1041;74;5.0
1041;90;5.0
1041;275;5.0
1042;276;5.0
1042;492;5.0
1042;200;5.0
1042;544;5.0
104211;519;5.0
104211;305;5.0
104211;564;5.0
104283;523;5.0
104374;105;5.0
104374;159;5.0
1046;4;5.0
1046;381;5.0
1047;492;5.0
1047;544;5.0
104780;105;5.0
104841;249;5.0
104841;317;5.0
104841;414;5.0
104841;352;5.0
104841;483;5.0
104879;352;5.0
104879;424;5.0
104879;41;5.0
104879;279;5.0
104879;317;5.0
104879;249;5.0
1049;492;5.0
1049;1;5.0
1049;6;5.0
1049;53;5.0
104913;380;5.0
104913;119;5.0
104925;111;5.0
105;349;5.0
1051;171;5.0
105197;305;5.0
105504;382;5.0
105504;177;5.0
105504;119;5.0
105504;537;5.0
105585;305;5.0
105593;105;5.0
1057;90;5.0
1057;31;5.0
1059;391;5.0
1059;45;5.0
1059;495;5.0
1059;313;5.0
1059;160;5.0
1059;544;5.0
1060;597;5.0
1060;195;5.0
1060;199;5.0
1060;414;5.0
1060;45;5.0
1060;42;5.0
1060;33;5.0
1060;391;5.0
106072;73;5.0
1061;37;5.0
1061;286;5.0
1061;572;5.0
106100;339;5.0
106100;177;5.0
106100;495;5.0
106100;249;5.0
1064;43;5.0
106487;443;5.0
106489;393;5.0
106489;62;5.0
106489;106;5.0
106489;586;5.0
1066;263;5.0
1066;128;5.0
106642;380;5.0
106642;393;5.0
106642;308;5.0
106696;63;5.0
106696;177;5.0
106696;495;5.0
106696;586;5.0
106782;461;5.0
106782;537;5.0
106782;523;5.0
106782;495;5.0
106782;249;5.0
106782;111;5.0
106782;122;5.0
106782;227;5.0
106782;184;5.0
106782;417;5.0
106782;339;5.0
106782;2;5.0
106782;352;5.0
106782;222;5.0
106918;305;5.0
106918;443;5.0
106918;414;5.0
106920;122;5.0
106920;119;5.0
106920;105;5.0
106920;249;5.0
106920;241;5.0
106920;305;5.0
106920;610;5.0
107;92;5.0
107;380;5.0
