"Title" "MeanRating" "movieId" "genres"
"1" "'burbs, The (1989)" 3 2072 "Comedy"
"2" "'night Mother (1986)" 3 3112 "Drama"
"3" "!Three Amigos! (1986)" 3 2478 "Comedy|Western"
"4" "*batteries not included (1987)" 3 8169 "Children|Comedy|Fantasy|Sci-Fi"
"5" "...And Justice for All (1979)" 3 3420 "Drama|Thriller"
"6" "[REC]3 3 Génesis (2012)" 3 97643 "Horror|Thriller"
"7" "10 (1979)" 3 6658 "Comedy|Romance"
"8" "10 Items or Less (2006)" 3 49284 "Comedy|Drama|Romance"
"9" "10,000 BC (2008)" 3 58293 "Adventure|Romance|Thriller"
"10" "100 Girls (2000)" 3 7541 "Comedy|Romance"
"11" "101 Dalmatians (1996)" 3 1367 "Adventure|Children|Comedy"
"12" "101 Dalmatians (One Hundred and One Dalmatians) (1961)" 3 2085 "Adventure|Animation|Children"
"13" "102 Dalmatians (2000)" 3 3991 "Children|Comedy"
"14" "10th Kingdom, The (2000)" 3 27251 "Adventure|Comedy|Fantasy"
"15" "12 Rounds (2009)" 3 70361 "Action|Thriller"
"16" "13 Ghosts (1960)" 3 4792 "Horror"
"17" "13 Going on 30 (2004)" 3 7444 "Comedy|Fantasy|Romance"
"18" "13 Hours (2016)" 3 138210 "Drama"
"19" "13th Warrior, The (1999)" 3 2826 "Action|Adventure|Fantasy"
"20" "1408 (2007)" 3 53953 "Drama|Horror|Thriller"
"21" "15 Minutes (2001)" 3 4167 "Thriller"
"22" "16 Blocks (2006)" 3 43936 "Crime|Thriller"
"23" "187 (One Eight Seven) (1997)" 3 1609 "Drama|Thriller"
"24" "1941 (1979)" 3 7104 "Comedy|War"
"25" "2 Days in the Valley (1996)" 3 999 "Crime|Film-Noir"
"26" "2 Fast 2 Furious (Fast and the Furious 2, The) (2003)" 3 6383 "Action|Crime|Thriller"
"27" "20 Dates (1998)" 3 2492 "Comedy|Romance"
"28" "20,000 Leagues Under the Sea (1954)" 3 1019 "Adventure|Drama|Sci-Fi"
"29" "200 Cigarettes (1999)" 3 2504 "Comedy|Drama"
"30" "2001 Maniacs (2005)" 3 51498 "Comedy|Horror"
"31" "2012 (2009)" 3 72378 "Action|Drama|Sci-Fi|Thriller"
"32" "21 Grams (2003)" 3 6953 "Crime|Drama|Mystery|Romance|Thriller"
"33" "27 Dresses (2008)" 3 56949 "Comedy|Romance"
"34" "28 Days (2000)" 3 3534 "Drama"
"35" "3 Extremes (Three... Extremes) (Saam gaang yi) (2004)" 3 33896 "Horror"
"36" "30 Days of Night (2007)" 3 55282 "Horror|Thriller"
"37" "30 Minutes or Less (2011)" 3 88812 "Action|Comedy|Crime"
"38" "3000 Miles to Graceland (2001)" 3 4159 "Action|Thriller"
"39" "40 Days and 40 Nights (2002)" 3 5151 "Comedy|Romance"
