"Title" "MeanRating" "movieId" "genres"
"1" "10 Cent Pistol (2015)" 1 139717 "Crime|Thriller"
"2" "3 Days to Kill (2014)" 1 109569 "Action|Crime|Drama"
"3" "3 Ninjas Kick Back (1994)" 1 4749 "Action|Children|Comedy"
"4" "964 Pinocchio (1991)" 1 140852 "Horror|Sci-Fi"
"5" "A nous la liberté (Freedom for Us) (1931)" 1 5560 "Comedy|Musical"
"6" "After Earth (2013)" 1 102880 "Action|Adventure|Sci-Fi|IMAX"
"7" "Alvin and the Chipmunks: Chipwrecked (2011)" 1 91671 "Animation|Comedy"
"8" "American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)" 1 50189 "Comedy|Romance"
"9" "Amityville Curse, The (1990)" 1 1328 "Horror"
"10" "Amityville II: The Possession (1982)" 1 1326 "Horror"
"11" "Amityville: A New Generation (1993)" 1 1325 "Horror"
"12" "Amityville: Dollhouse (1996)" 1 1324 "Horror"
"13" "Animal Farm (1954)" 1 35347 "Animation|Drama"
"14" "Assassination of a High School President (2008)" 1 71550 "Comedy|Drama|Mystery"
"15" "Baby's Day Out (1994)" 1 5096 "Comedy"
"16" "Bad Milo (Bad Milo!) (2013)" 1 105325 "Comedy|Horror"
"17" "Band of the Hand (1986)" 1 3442 "Action|Crime|Drama"
"18" "Bandidas (2006)" 1 43419 "Action|Comedy|Crime|Western"
"19" "Beat Street (1984)" 1 6347 "Drama|Musical"
"20" "Bebe's Kids (1992)" 1 8934 "Animation|Children|Comedy"
"21" "Beginning of the End (1957)" 1 6302 "Sci-Fi"
"22" "Belly (1998)" 1 2332 "Crime|Drama"
"23" "Big Mommas: Like Father, Like Son (2011)" 1 85399 "Comedy"
"24" "Bikini Beach (1964)" 1 3922 "Comedy"
"25" "Blood Beach (1981)" 1 1335 "Horror|Mystery"
"26" "Body (2015)" 1 161830 "Drama|Horror|Thriller"
"27" "Body of Evidence (1993)" 1 5962 "Drama|Thriller"
"28" "Body Parts (1991)" 1 1336 "Horror|Thriller"
"29" "Book of Shadows: Blair Witch 2 (2000)" 1 3973 "Crime|Horror|Mystery|Thriller"
"30" "Braddock: Missing in Action III (1988)" 1 3768 "Action|War"
"31" "Breathe (2014)" 1 132335 "Drama"
"32" "Bridget Jones's Baby (2016)" 1 162590 "Comedy|Romance"
"33" "Broken English (1996)" 1 1519 "Drama"
"34" "Bunny (1998)" 1 190219 "Animation"
"35" "Buster's Mal Heart (2017)" 1 169958 "Drama|Mystery"
"36" "Cage Dive (2017)" 1 176579 "Drama|Horror|Thriller"
"37" "Caligula (1979)" 1 2862 "Drama"
"38" "Camp Rock (2008)" 1 63393 "Comedy|Musical|Romance"
"39" "Campus Man (1987)" 1 6853 "Comedy"
"40" "Captain America (1990)" 1 26764 "Action|Fantasy|Sci-Fi|Thriller|War"
"41" "Carnosaur 3: Primal Species (1996)" 1 3574 "Horror|Sci-Fi"
"42" "Catch .44 (2011)" 1 97470 "Action|Drama|Thriller"
"43" "Catwoman (2004)" 1 8666 "Action|Crime|Fantasy"
"44" "Cheech & Chong's The Corsican Brothers (1984)" 1 5428 "Comedy"
"45" "Children of the Corn III (1994)" 1 2516 "Horror"
"46" "Chill Factor (1999)" 1 2835 "Action|Adventure|Comedy|Thriller"
"47" "Chopper Chicks in Zombietown (1989)" 1 5884 "Comedy|Horror"
"48" "Chopping Mall (a.k.a. Killbots) (1986)" 1 2614 "Action|Horror|Sci-Fi"
"49" "Circus (2000)" 1 3899 "Crime|Drama|Thriller"
"50" "Come See the Paradise (1990)" 1 3106 "Drama|Romance"
"51" "Comebacks, The (2007)" 1 55292 "Comedy"
"52" "Corky Romano (2001)" 1 4845 "Comedy|Crime"
"53" "Dancemaker (1998)" 1 2538 "Documentary"
"54" "Daria: Is It College Yet? (2002)" 1 69685 "Animation|Comedy"
"55" "Date Movie (2006)" 1 43919 "Comedy|Romance"
"56" "Date with an Angel (1987)" 1 3393 "Comedy|Fantasy|Romance"
