"Title" "MeanRating" "movieId" "genres"
"1" "'71 (2014)" 4 117867 "Action|Drama|Thriller|War"
"2" "'Hellboy': The Seeds of Creation (2004)" 4 97757 "Action|Adventure|Comedy|Documentary|Fantasy"
"3" "'Round Midnight (1986)" 4 26564 "Drama|Musical"
"4" "'Til There Was You (1997)" 4 779 "Drama|Romance"
"5" "(500) Days of Summer (2009)" 4 69757 "Comedy|Drama|Romance"
"6" "[REC] (2007)" 4 57274 "Drama|Horror|Thriller"
"7" "[REC]2 (2009)" 4 74750 "Horror|Thriller"
"8" "00 Schneider - Jagd auf Nihil Baxter (1994)" 4 157110 "Comedy|Crime"
"9" "1-900 (06) (1994)" 4 889 "Drama|Romance"
"10" "10 Cloverfield Lane (2016)" 4 152077 "Thriller"
"11" "10 Things I Hate About You (1999)" 4 2572 "Comedy|Romance"
"12" "10 Years (2011)" 4 98230 "Comedy|Drama|Romance"
"13" "101 Reykjavik (101 Reykjavík) (2000)" 4 6344 "Comedy|Drama|Romance"
"14" "10th & Wolf (2006)" 4 55391 "Crime|Drama|Thriller"
"15" "10th Victim, The (La decima vittima) (1965)" 4 4434 "Action|Comedy|Sci-Fi|Thriller"
"16" "11'09\"01 - September 11 (2002)" 4 7789 "Drama"
"17" "11:14 (2003)" 4 27674 "Comedy|Crime|Drama|Mystery|Thriller"
"18" "11th Hour, The (2007)" 4 66320 "Documentary"
"19" "12 Angry Men (1957)" 4 1203 "Drama"
"20" "12 Chairs (1971)" 4 141844 "Adventure|Comedy"
"21" "12 Years a Slave (2013)" 4 105844 "Drama"
"22" "127 Hours (2010)" 4 81562 "Adventure|Drama|Thriller"
"23" "13 Assassins (Jusan-nin no shikaku) (2010)" 4 86142 "Action"
"24" "13 Sins (2014)" 4 110286 "Horror|Thriller"
"25" "13 Tzameti (2005)" 4 48872 "Film-Noir|Thriller"
"26" "13th (2016)" 4 164917 "Documentary"
"27" "17 Again (2009)" 4 68135 "Comedy|Drama"
"28" "1776 (1972)" 4 5472 "Children|Drama|Musical"
"29" "1900 (Novecento) (1976)" 4 26359 "Drama|War"
"30" "1984 (Nineteen Eighty-Four) (1984)" 4 2117 "Drama|Sci-Fi"
"31" "2 Days in Paris (2007)" 4 54796 "Comedy|Drama|Romance"
"32" "2 Guns (2013)" 4 103883 "Action|Comedy|Crime"
"33" "20 Feet from Stardom (Twenty Feet from Stardom) (2013)" 4 103107 "Documentary"
"34" "20,000 Days on Earth (2014)" 4 114066 "Documentary|Drama|Musical"
"35" "20,000 Leagues Under the Sea (1916)" 4 62383 "Action|Adventure|Sci-Fi"
"36" "2001: A Space Odyssey (1968)" 4 924 "Adventure|Drama|Sci-Fi"
"37" "2010: The Year We Make Contact (1984)" 4 2311 "Sci-Fi"
"38" "2046 (2004)" 4 27266 "Drama|Fantasy|Romance|Sci-Fi"
"39" "2048: Nowhere to Run (2017)" 4 179053 "Sci-Fi|Thriller"
"40" "21 (2008)" 4 58803 "Crime|Drama|Romance|Thriller"
"41" "21 and Over (2013)" 4 100507 "Comedy"
"42" "21 Jump Street (2012)" 4 93510 "Action|Comedy|Crime"
"43" "21 Up (1977)" 4 52767 "Documentary"
"44" "22 Jump Street (2014)" 4 112138 "Action|Comedy|Crime"
"45" "24 Hour Party People (2002)" 4 5508 "Comedy|Drama|Musical"
"46" "25th Hour (2002)" 4 5954 "Crime|Drama"
"47" "28 Days Later (2002)" 4 6502 "Action|Horror|Sci-Fi"
"48" "28 Up (1985)" 4 7566 "Documentary"
"49" "28 Weeks Later (2007)" 4 53000 "Horror|Sci-Fi|Thriller"
"50" "3-Iron (Bin-jip) (2004)" 4 30803 "Drama|Romance"
"51" "3 Ninjas: High Noon On Mega Mountain (1998)" 4 1739 "Action|Children|Comedy"
"52" "3 Women (Three Women) (1977)" 4 8261 "Drama"
"53" "3:10 to Yuma (1957)" 4 5300 "Action|Adventure|Drama|Thriller|Western"
"54" "3:10 to Yuma (2007)" 4 54997 "Action|Crime|Drama|Western"
"55" "300 (2007)" 4 51662 "Action|Fantasy|War|IMAX"
"56" "31 (2016)" 4 163981 "Horror"
"57" "35 Up (1991)" 4 26712 "Documentary"
"58" "39 Steps, The (1935)" 4 965 "Drama|Mystery|Thriller"
"59" "4 Little Girls (1997)" 4 4217 "Documentary"
"60" "4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)" 4 55069 "Drama"
"61" "40-Year-Old Virgin, The (2005)" 4 35836 "Comedy|Romance"
"62" "400 Blows, The (Les quatre cents coups) (1959)" 4 2731 "Crime|Drama"
"63" "42 (2013)" 4 101895 "Drama"
"64" "42 Up (1998)" 4 3077 "Documentary"
"65" "42nd Street (1933)" 4 7080 "Drama|Musical|Romance"
"66" "48 Hrs. (1982)" 4 5049 "Action|Comedy|Crime|Drama"
"67" "49 Up (2005)" 4 50658 "Documentary"
"68" "5 Centimeters per Second (Byôsoku 5 senchimetoru) (2007)" 4 64993 "Animation|Drama|Romance"
"69" "5,000 Fingers of Dr. T, The (1953)" 4 4294 "Children|Fantasy|Musical"
"70" "50 First Dates (2004)" 4 7293 "Comedy|Romance"
"71" "50/50 (2011)" 4 89864 "Comedy|Drama"
"72" "52 Pick-Up (1986)" 4 2475 "Action|Mystery|Thriller"
"73" "6 Days to Air: The Making of South Park (2011)" 4 96411 "Documentary"
"74" "7 Days in Hell (2015)" 4 138204 "Comedy"
"75" "7th Voyage of Sinbad, The (1958)" 4 3153 "Action|Adventure|Fantasy"
"76" "8 1/2 (81) (1963)" 4 1251 "Drama|Fantasy"
"77" "8 Women (2002)" 4 5613 "Comedy|Crime|Musical|Mystery"
"78" "84 Charing Cross Road (1987)" 4 5404 "Drama|Romance"
"79" "9 (2009)" 4 71057 "Adventure|Animation|Sci-Fi"
"80" "99 francs (2007)" 4 59026 "Comedy"
"81" "9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008)" 4 69953 "Documentary"
"82" "A Bad Moms Christmas (2017)" 4 179953 "Comedy"
"83" "A Cosmic Christmas (1977)" 4 149330 "(no genres listed)"
"84" "A Dog's Purpose (2017)" 4 167380 "Comedy|Drama"
"85" "A Home at the End of the World (2004)" 4 8667 "Drama|Romance"
"86" "A Man from Boulevard des Capucines (1987)" 4 146024 "Comedy|Romance|Western"
"87" "A Midsummer Night's Dream (2016)" 4 159779 "(no genres listed)"
"88" "A Most Wanted Man (2014)" 4 112940 "Thriller"
"89" "A Pigeon Sat on a Branch Reflecting on Existence (2014)" 4 127298 "Comedy|Drama"
"90" "A Silent Voice (2016)" 4 166291 "Animation|Drama|Romance"
"91" "A Story of Children and Film (2013)" 4 127172 "Documentary"
"92" "A Street Cat Named Bob (2016)" 4 167732 "Comedy|Drama"
"93" "A Walk in the Woods (2015)" 4 127134 "Adventure|Comedy|Drama"
"94" "Abbott and Costello Meet Frankenstein (1948)" 4 3928 "Comedy|Horror"
