"Title" "MeanRating" "movieId" "genres"
"1" "'Salem's Lot (2004)" 5 27751 "Drama|Horror|Mystery|Thriller"
"2" "12 Angry Men (1997)" 5 77846 "Crime|Drama"
"3" "12 Chairs (1976)" 5 141816 "Adventure|Comedy"
"4" "20 Million Miles to Earth (1957)" 5 5468 "Sci-Fi"
"5" "3 Idiots (2009)" 5 73881 "Comedy|Drama|Romance"
"6" "61* (2001)" 5 27373 "Drama"
"7" "7 Faces of Dr. Lao (1964)" 5 42556 "Fantasy|Mystery|Western"
"8" "9/11 (2002)" 5 44943 "Documentary"
"9" "A Detective Story (2003)" 5 172875 "Animation|Sci-Fi"
"10" "A Flintstones Christmas Carol (1994)" 5 126088 "Animation|Children|Comedy"
"11" "A Perfect Day (2015)" 5 147410 "Comedy|Drama"
"12" "A Plasticine Crow (1981)" 5 170597 "Animation"
"13" "Act of Killing, The (2012)" 5 100556 "Documentary"
"14" "Adam's Rib (1949)" 5 7121 "Comedy|Romance"
"15" "Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986)" 5 147300 "Crime|Mystery"
"16" "Advise and Consent (1962)" 5 26078 "Drama"
"17" "Affair of Love, An (Liaison pornographique, Une) (1999)" 5 3855 "Drama|Romance"
"18" "Alesha Popovich and Tugarin the Dragon (2004)" 5 165959 "Animation|Comedy|Drama"
"19" "Alien Contamination (1980)" 5 6835 "Action|Horror|Sci-Fi"
"20" "All the Vermeers in New York (1990)" 5 3531 "Comedy|Drama|Romance"
"21" "All Yours (2016)" 5 158882 "Comedy|Drama|Romance"
"22" "American Friend, The (Amerikanische Freund, Der) (1977)" 5 6021 "Crime|Drama|Mystery|Thriller"
"23" "Animals are Beautiful People (1974)" 5 6408 "Comedy|Documentary"
"24" "Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)" 5 74282 "Children|Drama|Romance"
"25" "Assignment, The (1997)" 5 1631 "Action|Thriller"
"26" "Asterix and the Vikings (Astérix et les Vikings) (2006)" 5 91355 "Adventure|Animation|Children|Comedy|Fantasy"
"27" "Autumn Sonata (Höstsonaten) (1978)" 5 2131 "Drama"
"28" "Awful Truth, The (1937)" 5 6254 "Comedy|Romance"
"29" "Awfully Big Adventure, An (1995)" 5 148 "Drama"
"30" "Babes in Toyland (1934)" 5 3086 "Children|Comedy|Fantasy|Musical"
"31" "Bad Boy Bubby (1993)" 5 26810 "Drama"
