"Title" "MeanRating" "movieId" "genres"
"1" "3 dev adam (Three Giant Men) (1973)" 0 104017 "Action|Adventure|Sci-Fi"
"2" "3 Ninjas Knuckle Up (1995)" 0 4750 "Action|Children"
"3" "Aloha (2015)" 0 134528 "Comedy|Drama|Romance"
"4" "Alone in the Dark (2005)" 0 31424 "Action|Horror|Sci-Fi|Thriller"
"5" "Amer (2009)" 0 83601 "Drama|Horror"
"6" "Anaconda: The Offspring (2008)" 0 95796 "Action|Horror|Sci-Fi|Thriller"
"7" "Are We There Yet? (2005)" 0 31422 "Children|Comedy"
"8" "Arthur Christmas (2011)" 0 91414 "Animation|Children|Comedy|Drama"
"9" "Baby Boy (2001)" 0 4371 "Crime|Drama"
"10" "Bad Santa 2 (2016)" 0 165645 "Comedy"
"11" "Baxter (1989)" 0 7742 "Drama|Horror"
"12" "Begotten (1990)" 0 26717 "Drama|Horror"
"13" "Ben-hur (2016)" 0 122888 "(no genres listed)"
"14" "Bloodsport: The Dark Kumite (1999)" 0 145951 "Action|Thriller"
"15" "Born to Be Wild (1995)" 0 6557 "Adventure|Children|Comedy|Drama"
"16" "Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)" 0 25782 "Comedy"
"17" "Brothers Solomon, The (2007)" 0 54934 "Comedy"
"18" "Captain America (1979)" 0 102735 "Action|Drama"
"19" "Captain America II: Death Too Soon (1979)" 0 102749 "Action|Crime"
"20" "Carabineers, The (Carabiniers, Les) (1963)" 0 26095 "Comedy|Drama|War"
"21" "Carnival Magic (1981)" 0 137517 "Drama|Fantasy"
"22" "Case 39 (2009)" 0 76030 "Horror|Thriller"
"23" "Christmas Carol, A (1977)" 0 107013 "Drama|Fantasy"
"24" "Cincinnati Kid, The (1965)" 0 8494 "Drama"
"25" "Collector, The (1965)" 0 7114 "Drama|Horror|Thriller"
"26" "Crow, The: Wicked Prayer (2005)" 0 61818 "Action|Adventure|Fantasy|Thriller"
"27" "Cyborg (1989)" 0 4580 "Action|Sci-Fi"
"28" "Daddy Day Camp (2007)" 0 54768 "Children|Comedy"
"29" "Dead of Night (1945)" 0 6967 "Horror|Mystery"
"30" "Derailed (2002)" 0 72424 "Action|Thriller"
"31" "Don't Look Now (1973)" 0 5105 "Drama|Horror|Thriller"
"32" "Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005)" 0 86068 "Horror|Thriller"
"33" "Follow Me, Boys! (1966)" 0 7312 "Comedy|Drama"
"34" "Fullmetal Alchemist 2018 (2017)" 0 184641 "Action|Adventure|Fantasy"
"35" "General Died at Dawn, The (1936)" 0 65350 "Adventure|Crime|Thriller"
"36" "Giant Spider Invasion, The (1975)" 0 5356 "Horror|Sci-Fi"
"37" "Glitter (2001)" 0 4775 "Drama|Musical|Romance"
"38" "God's Not Dead (2014)" 0 110603 "Drama"
"39" "Gods of Egypt (2016)" 0 152063 "Adventure|Fantasy"
"40" "Gypsy (1962)" 0 3604 "Musical"
"41" "Hard Ticket to Hawaii (1987)" 0 85334 "Action|Comedy"
"42" "Haunted House 2, A (2014)" 0 110773 "Comedy|Horror"
"43" "Horrors of Spider Island (Ein Toter Hing im Netz) (1960)" 0 4051 "Horror|Sci-Fi"
"44" "Human Centipede, The (First Sequence) (2009)" 0 77427 "Horror"
"45" "I Know Who Killed Me (2007)" 0 54274 "Crime|Drama|Thriller"
"46" "Idaho Transfer (1973)" 0 145724 "Sci-Fi"
"47" "In the Name of the King: A Dungeon Siege Tale (2008)" 0 57326 "Action|Adventure|Fantasy"
"48" "Indestructible Man (1956)" 0 8136 "Crime|Horror|Sci-Fi"
"49" "Iron Man (1931)" 0 167296 "Drama"
"50" "Jesus Christ Vampire Hunter (2001)" 0 27595 "Action|Comedy|Horror|Musical"
"51" "Joe Dirt 2: Beautiful Loser (2015)" 0 138798 "Comedy"
"52" "Journey 2: The Mysterious Island (2012)" 0 92681 "Action|Adventure|Comedy|Sci-Fi|IMAX"
"53" "Killer Shrews, The (1959)" 0 3933 "Horror|Sci-Fi"
"54" "Legionnaire (1998)" 0 71810 "Action|Adventure|Drama|War"
"55" "Leprechaun 4: In Space (1997)" 0 44243 "Comedy|Fantasy|Horror|Sci-Fi"
"56" "Lionheart (1990)" 0 26696 "Action"
"57" "Maria Bamford: The Special Special Special! (2012)" 0 104644 "Comedy"
"58" "Midnight Chronicles (2009)" 0 111785 "Action|Adventure|Fantasy"
"59" "Mortal Kombat: The Journey Begins (1995)" 0 136297 "Action|Animation"
"60" "My Bloody Valentine (1981)" 0 5771 "Drama|Horror|Thriller"
"61" "Oblivion 2: Backlash (1996)" 0 122627 "Sci-Fi"
"62" "Old Dogs (2009)" 0 72696 "Comedy"
"63" "Pearl Jam Twenty (2011)" 0 89386 "Documentary|Musical"
"64" "Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)" 0 5672 "Adventure|Animation|Children|Fantasy"
"65" "Pokémon Heroes (2003)" 0 6371 "Animation|Children"
"66" "Raising Cain (1992)" 0 7636 "Horror|Thriller"
"67" "Reptilicus (1961)" 0 151745 "Horror|Sci-Fi"
"68" "Ring of Terror (1962)" 0 6514 "Horror"
"69" "Risen (2016)" 0 151687 "Children|Drama"
"70" "Rust and Bone (De rouille et d'os) (2012)" 0 97024 "Drama|Romance"
"71" "Satanic (2016)" 0 160872 "Horror"
"72" "Saving Christmas (2014)" 0 141994 "Children|Comedy"
"73" "Secret Society (2002)" 0 8632 "Comedy"
"74" "Skyline (2010)" 0 82095 "Sci-Fi|Thriller"
"75" "Son of God (2014)" 0 109897 "Drama"
"76" "Sorrow (2015)" 0 138186 "Crime|Drama|Horror"
"77" "Spy Who Came in from the Cold, The (1965)" 0 8772 "Drama|Thriller"
"78" "Starcrash (a.k.a. Star Crash) (1978)" 0 53453 "Action|Adventure|Fantasy|Sci-Fi"
"79" "Superfast! (2015)" 0 129250 "(no genres listed)"
"80" "Survivor (2015)" 0 134246 "Action|Thriller"
"81" "The Beast of Hollow Mountain (1956)" 0 125221 "Horror|Sci-Fi|Western"
"82" "The Butterfly Effect 3: Revelations (2009)" 0 67799 "Drama|Fantasy|Sci-Fi|Thriller"
"83" "The Emoji Movie (2017)" 0 175475 "Animation|Children|Comedy"
"84" "The Gracefield Incident (2015)" 0 173307 "Action|Horror|Sci-Fi"
"85" "The Pumaman (1980)" 0 5700 "Action|Adventure|Fantasy|Sci-Fi"
"86" "The Star Wars Holiday Special (1978)" 0 135216 "Adventure|Children|Comedy|Sci-Fi"
"87" "Tooth Fairy 2 (2012)" 0 122246 "Children|Comedy"
"88" "Trash Humpers (2009)" 0 82684 "Drama"
"89" "Uncle Nino (2003)" 0 31692 "Comedy"
"90" "Unforgiven (2013)" 0 144352 "Action|Crime|Drama"
"91" "War Room (2015)" 0 141668 "Drama"
"92" "Wasp Woman, The (1959)" 0 8137 "Horror|Sci-Fi"
"93" "While the City Sleeps (1956)" 0 8236 "Drama|Film-Noir"
"94" "Wizards of the Lost Kingdom II (1989)" 0 157172 "Action|Fantasy"
"95" "Yongary: Monster from the Deep (1967)" 0 102025 "Children|Horror|Sci-Fi"
"96" "Zombie Strippers! (2008)" 0 60363 "Comedy|Horror"
